Transcript.ID,Gene.ID,expression,change,log_change,DMSO_4H_2,THZ1_4H_250nM,log2_fold_4h_250nM,rank
NM_001201338,SAFB,10.3025,9.2955,-1.007,10.89,9.3995,-1.4905,1826
NM_001201339,SAFB,10.3025,9.2955,-1.007,10.89,9.3995,-1.4905,1825
NM_001201377,ALDH7A1,4.606,4.5285,-0.0775,4.486,3.7885,-0.6975,231
NM_001201450,FLJ42280,4.99,4.752,-0.238,5.378,4.678,-0.7,393
NM_001201481,OSBPL6,5.084,4.7105,-0.3735,5.497,5.09,-0.407,440
NM_001201548,SLC16A4,5.22,4.9435,-0.2765,4.236,4.455,0.219,510
NM_001202233,NR4A1,6.4875,6.088,-0.3995,6.316,5.935,-0.381,982
NM_001202407,ZNF559,6.821,5.9875,-0.8335,8.334,6.484,-1.85,1098
NM_001202519,CFLAR,7.6595,7.6305,-0.029,8.161,7.2415,-0.9195,1292
NM_001203251,MAPT,6.6305,6.3105,-0.32,6.785,6.502,-0.283,1038
NM_001204106,BCL2L11,7.5165,8.3245,0.808,7.73,6.7605,-0.9695,1257
NM_001204148,HDAC9,4.792,4.433,-0.359,4.872,4.536,-0.336,308
NM_001204287,MUC1,7.143,6.637,-0.506,7.538,6.9225,-0.6155,1181
NM_001204354,SPOCK3,4.137,4.2385,0.1015,4.877,3.964,-0.913,117
NM_001204402,PRPS1,9.5535,9.211,-0.3425,10.391,9.4325,-0.9585,1709
NM_001204403,ANK3,4.8555,4.702,-0.1535,4.337,4.359,0.022,339
NM_001204404,ANK3,4.8555,4.702,-0.1535,4.337,4.359,0.022,338
NM_001204817,ZNF587,7.521,6.329,-1.192,8.343,5.9775,-2.3655,1261
NM_001204835,ZNF568,3.971,3.6935,-0.2775,4.19,3.7905,-0.3995,82
NM_001204880,UBE2D1,10.417,10.752,0.335,10.662,9.4015,-1.2605,1850
NM_001206673,ABHD12B,3.7155,3.74,0.0245,3.84,3.839,-0.001,39
NM_001206936,AGER,6.7255,6.5185,-0.207,7.162,6.8385,-0.3235,1069
NM_001206981,C4orf26,3.705,3.2055,-0.4995,3.199,3.626,0.427,37
NM_001206994,PPP2R2C,4.6025,4,-0.6025,4.327,4.1465,-0.1805,225
NM_001207015,PTPRR,4.7595,4.3745,-0.385,4.669,4.2435,-0.4255,295
NM_001207017,SMTN,5.5365,5.3355,-0.201,5.613,5.336,-0.277,636
NM_001207069,BZW1,10.6,10.5515,-0.0485,12.459,11.9215,-0.5375,1875
NM_001215,CA6,5.2465,4.8905,-0.356,5.548,5.317,-0.231,525
NM_001220765,IKZF1,10.344,8.835,-1.509,10.95,8.6285,-2.3215,1834
NM_001235,SERPINH1,7.046,6.206,-0.84,7.092,5.511,-1.581,1155
NM_001242310,EDA2R,4.8175,4.867,0.0495,5.143,4.891,-0.252,323
NM_001242353,ODF2,8.2415,7.4695,-0.772,8.644,7.904,-0.74,1442
NM_001242370,C9orf7,6.1665,5.797,-0.3695,6.552,5.8215,-0.7305,874
NM_001242460,GHR,3.907,3.9675,0.0605,3.668,3.4175,-0.2505,69
NM_001242461,GHR,3.907,3.9675,0.0605,3.668,3.4175,-0.2505,68
NM_001242525,HLA-DPA1,6.615,6.3565,-0.2585,5.933,5.68,-0.253,1028
NM_001242539,NCOA6,8.973,7.672,-1.301,9.429,7.1415,-2.2875,1616
NM_001242590,TREM1,5.9675,5.8395,-0.128,6.109,5.8965,-0.2125,801
NM_001242640,BRCC3,5.678,5.25,-0.428,8.829,7.8985,-0.9305,687
NM_001242762,DLGAP1,4.6545,4.9855,0.331,5.261,5.066,-0.195,256
NM_001242786,BRF1,6.1545,6.4585,0.304,6.828,6.319,-0.509,869
NM_001242826,RNF41,6.4915,5.5015,-0.99,6.818,5.099,-1.719,985
NM_001242832,ARFGAP2,6.854,6.6175,-0.2365,7.358,6.2295,-1.1285,1108
NM_001242849,RNF146,8.2275,6.8645,-1.363,8.709,5.13,-3.579,1437
NM_001242865,PRMT2,9.226,8.579,-0.647,8.762,7.9425,-0.8195,1655
NM_001242870,SLAIN1,9.497,8.807,-0.69,10.031,7.3845,-2.6465,1699
NM_001242871,SLAIN1,9.497,8.807,-0.69,10.031,7.3845,-2.6465,1700
NM_001242888,DDC,6.2575,6.052,-0.2055,6.225,6.032,-0.193,908
NM_001242900,PPP6R2,8.1955,8.025,-0.1705,8.62,7.9515,-0.6685,1426
NM_001242923,EIF3L,9.8865,9.561,-0.3255,11.258,10.705,-0.553,1769
NM_001242928,ZNF410,9.731,9.2375,-0.4935,10.183,7.814,-2.369,1737
NM_001243126,KLK7,5.592,5.295,-0.297,5.306,5.1495,-0.1565,654
NM_001243130,RPL13,13.7605,13.618,-0.1425,14.119,13.853,-0.266,1997
NM_001243136,PELI3,6.3825,6.021,-0.3615,6.641,5.939,-0.702,957
NM_001243475,B9D1,7.7395,7.475,-0.2645,8.153,7.427,-0.726,1321
NM_001243509,ESRRG,3.7835,4.0045,0.221,3.81,3.9205,0.1105,49
NM_001243539,IL15RA,6.2065,5.789,-0.4175,6.26,6.063,-0.197,888
NM_001243746,FAM20A,5.095,4.973,-0.122,5.061,4.712,-0.349,446
NM_001243772,APH1A,9.864,9.204,-0.66,9.86,9.057,-0.803,1765
NM_001243774,GNG2,6.171,6.518,0.347,5.802,5.4955,-0.3065,875
NM_001243776,CEP57,7.7895,7.3035,-0.486,10.238,8.4825,-1.7555,1335
NM_001243777,CEP57,7.7895,7.3035,-0.486,10.238,8.4825,-1.7555,1334
NM_001243778,C10orf58,9.6685,9.1215,-0.547,9.779,9.346,-0.433,1727
NM_001243797,TSC22D1,7.3045,6.96,-0.3445,6.549,5.8455,-0.7035,1209
NM_001243798,TSC22D1,7.3045,6.96,-0.3445,6.549,5.8455,-0.7035,1210
NM_001243804,ZC4H2,6.8105,6.4475,-0.363,7.033,6.0205,-1.0125,1091
NM_001243925,MAPKAPK3,7.736,7.237,-0.499,8.601,8.042,-0.559,1319
NM_001243962,HLA-DQB1,6.7135,6.556,-0.1575,6.237,5.8515,-0.3855,1064
NM_001243998,SPIB,4.3645,4.487,0.1225,4.166,4.109,-0.057,167
NM_001244015,C12orf53,5.34,5.283,-0.057,5.579,5.299,-0.28,568
NM_001244193,KIAA0586,5.939,5.5125,-0.4265,7.16,6.4685,-0.6915,787
NM_001244567,BID,10.558,10.0085,-0.5495,10.98,10.0555,-0.9245,1872
NM_001244584,LUC7L2,10.0775,9.9505,-0.127,10.953,9.6315,-1.3215,1796
NM_001244676,THNSL2,5.0925,4.8895,-0.203,5.607,5.093,-0.514,444
NM_001244705,CSAD,7.256,6.8815,-0.3745,7.933,6.957,-0.976,1200
NM_001244710,GFPT1,7.8775,7.748,-0.1295,9.225,7.6705,-1.5545,1357
NM_001244810,FOXP1,8.4355,8.1705,-0.265,9.984,8.8285,-1.1555,1488
NM_001244814,FOXP1,8.4355,8.1705,-0.265,9.984,8.8285,-1.1555,1487
NM_001244896,ROD1,8.5065,8.527,0.0205,10.556,9.7135,-0.8425,1504
NM_001251830,SPP1,4.6515,4.7155,0.064,4.439,4.702,0.263,253
NM_001251884,VIPR1,6.302,6.2515,-0.0505,6.444,6.23,-0.214,927
NM_001251885,VIPR1,6.302,6.2515,-0.0505,6.444,6.23,-0.214,928
NM_001251901,CD83,9.895,9.3755,-0.5195,8.657,6.6515,-2.0055,1770
NM_001251962,ARHGEF26,5.7745,6.2055,0.431,6.157,5.416,-0.741,724
NM_001251971,SPAG9,7.117,7.433,0.316,9.551,8.346,-1.205,1171
NM_001251979,RCAN3,6.641,7.096,0.455,6.197,6.111,-0.086,1042
NM_001252037,RAB5B,5.7335,5.3005,-0.433,6.067,5.455,-0.612,710
NM_001253,CDC5L,7.3065,7.8085,0.502,10.22,8.9615,-1.2585,1211
NM_001265,CDX2,5.6605,5.73,0.0695,6.053,5.4955,-0.5575,681
NM_001286,CLCN6,7.6235,6.5895,-1.034,8.006,6.824,-1.182,1287
NM_001295,CCR1,5.537,4.6985,-0.8385,5.006,4.64,-0.366,637
NM_001320,CSNK2B,11.0475,10.7315,-0.316,11.48,11.004,-0.476,1908
NM_001324,CSTF1,7.8205,6.495,-1.3255,8.84,5.457,-3.383,1345
NM_001343,DAB2,4.385,4.449,0.064,5.275,4.8025,-0.4725,171
NM_001359,DECR1,9.849,9.547,-0.302,10.512,9.959,-0.553,1763
NM_001428,ENO1,13.3,13.215,-0.085,12.817,12.325,-0.492,1987
NM_001452,FOXF2,4.7505,4.6385,-0.112,4.863,4.5805,-0.2825,291
NM_001462,FPR2,4.794,4.29,-0.504,4.837,4.8955,0.0585,310
NM_001496,GFRA3,5.204,4.8645,-0.3395,5.02,4.7865,-0.2335,505
NM_001511,CXCL1,5.577,5.577,0,7.042,6.0665,-0.9755,651
NM_001556,IKBKB,9.8665,9.2315,-0.635,9.745,7.8975,-1.8475,1767
NM_001612,ACRV1,5.2435,4.9655,-0.278,4.857,4.6595,-0.1975,522
NM_001632,ALPP,5.87,5.376,-0.494,6.265,5.9635,-0.3015,764
NM_001655,ARCN1,6.4515,5.833,-0.6185,6.721,5.8055,-0.9155,973
NM_001673,ASNS,10.076,9.758,-0.318,10.715,8.3355,-2.3795,1795
NM_001690,ATP6V1A,9.1685,8.8675,-0.301,10.92,10.0885,-0.8315,1648
NM_001742,CALCR,4.44,4.2695,-0.1705,4.672,4.25,-0.422,182
NM_001745,CAMLG,10.2505,10.1505,-0.1,10.517,9.164,-1.353,1817
NM_001752,CAT,9.5585,9.424,-0.1345,9.927,9.2215,-0.7055,1712
NM_001782,CD72,7.4795,5.7905,-1.689,6.849,5.4135,-1.4355,1247
NM_001795,CDH5,5.1595,5.064,-0.0955,5.229,5.012,-0.217,485
NM_001839,CNN3,5.636,5.283,-0.353,6.066,5.4885,-0.5775,669
NM_001890,CSN1S1,3.7665,3.516,-0.2505,4.031,3.6475,-0.3835,44
NM_001972,ELANE,4.9665,4.904,-0.0625,4.886,5.027,0.141,381
NM_001991,EZH1,7.766,6.5545,-1.2115,8.057,6.5745,-1.4825,1328
NM_001997,FAU,13.774,13.64,-0.134,13.866,13.645,-0.221,1998
NM_002001,FCER1A,4.7355,4.634,-0.1015,5.054,4.5555,-0.4985,288
NM_002004,FDPS,10.765,10.402,-0.363,11.915,11.5235,-0.3915,1888
NM_002013,FKBP3,9.5565,9.3955,-0.161,11.216,10.4335,-0.7825,1710
NM_002043,GABRR2,5.4285,5.4245,-0.004,5.852,5.271,-0.581,603
NM_002060,GJA4,5.155,4.9555,-0.1995,4.854,5.177,0.323,481
NM_002085,GPX4,11.527,11.5085,-0.0185,11.59,11.137,-0.453,1940
NM_002103,GYS1,7.535,7.096,-0.439,7.437,7.132,-0.305,1263
NM_002107,H3F3A,13.3725,13.268,-0.1045,13.732,13.265,-0.467,1992
NM_002110,HCK,6.768,5.922,-0.846,5.55,5.1905,-0.3595,1082
NM_002161,IARS,10.134,9.577,-0.557,12.252,11.5895,-0.6625,1801
NM_002163,IRF8,7.572,6.8515,-0.7205,7.363,6.4255,-0.9375,1275
NM_002170,IFNA8,3.11,3.961,0.851,3.626,3.6145,-0.0115,5
NM_002176,IFNB1,4.531,4.2985,-0.2325,4.8,4.411,-0.389,208
NM_002187,IL12B,5.1395,4.5785,-0.561,5.535,4.8115,-0.7235,475
NM_002217,ITIH3,6.106,5.6045,-0.5015,5.716,5.242,-0.474,846
NM_002221,ITPKB,8.559,7.307,-1.252,7.649,6.2965,-1.3525,1518
NM_002227,JAK1,8.8915,8.9935,0.102,10.087,9.2515,-0.8355,1598
NM_002233,KCNA4,3.67,3.786,0.116,4.317,3.51,-0.807,35
NM_002247,KCNMA1,5.7895,5.327,-0.4625,6.056,5.7725,-0.2835,732
NM_002261,KLRC3,3.6985,3.758,0.0595,3.924,3.981,0.057,36
NM_002281,KRT81,6.4445,6.115,-0.3295,6.803,6.202,-0.601,969
NM_002291,LAMB1,5.7965,5.1905,-0.606,6.404,5.3515,-1.0525,738
NM_002296,LBR,12.0225,11.739,-0.2835,12.375,11.5685,-0.8065,1965
NM_002297,LCN1,4.885,4.6675,-0.2175,5.036,4.6995,-0.3365,349
NM_002298,LCP1,12.6235,12.46,-0.1635,13.475,13.072,-0.403,1977
NM_002312,LIG4,6.6205,5.6725,-0.948,8.419,6.789,-1.63,1031
NM_002317,LOX,6.183,5.933,-0.25,6.434,6.0765,-0.3575,880
NM_002355,M6PR,10.5645,9.964,-0.6005,10.334,9.0735,-1.2605,1873
NM_002367,MAGEB4,5.317,5.04,-0.277,5.865,5.557,-0.308,557
NM_002373,MAP1A,7.4395,6.811,-0.6285,9.075,8.333,-0.742,1233
NM_002391,MDK,6.599,6.365,-0.234,7.139,6.5195,-0.6195,1021
NM_002413,MGST2,5.0265,5.1145,0.088,5.398,4.8905,-0.5075,409
NM_002433,MOG,4.6715,4.6945,0.023,5.011,5.0165,0.0055,263
NM_002483,CEACAM6,6.729,6.164,-0.565,6.692,6.3995,-0.2925,1071
NM_002486,NCBP1,7.616,7.3935,-0.2225,9.608,8.4165,-1.1915,1285
NM_002507,NGFR,6.361,6.1685,-0.1925,6.44,5.7855,-0.6545,950
NM_002516,NOVA2,6.471,6.3125,-0.1585,6.608,6.4605,-0.1475,976
NM_002518,NPAS2,7.071,6.3365,-0.7345,7.268,6.686,-0.582,1163
NM_002526,NT5E,5.3775,4.3385,-1.039,4.961,4.4025,-0.5585,582
NM_002552,ORC4,7.649,7.971,0.322,9.845,8.52,-1.325,1290
NM_002581,PAPPA,4.8125,4.709,-0.1035,5.295,4.766,-0.529,321
NM_002586,PBX2,8.3205,7.47,-0.8505,8.288,6.536,-1.752,1468
NM_002601,PDE6D,9.7715,8.0335,-1.738,9.746,7.9705,-1.7755,1744
NM_002611,PDK2,6.87,6.355,-0.515,6.751,6.0705,-0.6805,1114
NM_002612,PDK4,3.914,3.9465,0.0325,3.49,3.9755,0.4855,72
NM_002624,PFDN5,11.669,11.6065,-0.0625,11.98,11.5165,-0.4635,1950
NM_002640,SERPINB8,9.6595,9.238,-0.4215,9.198,8.155,-1.043,1725
NM_002641,PIGA,7.168,6.2865,-0.8815,8.335,6.787,-1.548,1185
NM_002647,PIK3C3,6.513,6.257,-0.256,8.79,7.2275,-1.5625,993
NM_002660,PLCG1,9.668,9.658,-0.01,8.627,7.543,-1.084,1726
NM_002673,PLXNB1,8.1365,7.576,-0.5605,7.391,6.448,-0.943,1413
NM_002675,PML,7.708,6.6175,-1.0905,7.866,6.392,-1.474,1309
NM_002692,POLE2,8.699,7.8575,-0.8415,10.227,8.1715,-2.0555,1551
NM_002717,PPP2R2A,8.787,8.7075,-0.0795,9.748,8.0125,-1.7355,1568
NM_002726,PREP,9.3085,8.8905,-0.418,9.763,8.615,-1.148,1670
NM_002741,PKN1,6.8785,6.373,-0.5055,6.551,5.907,-0.644,1118
NM_002746,MAPK3,8.0975,7.6455,-0.452,8.207,7.765,-0.442,1407
NM_002763,PROX1,4.8195,5.6715,0.852,5.741,5.032,-0.709,324
NM_002784,PSG9,4.804,4.4255,-0.3785,5.201,4.5675,-0.6335,317
NM_002789,PSMA4,11.4355,11.1635,-0.272,12.858,12.335,-0.523,1934
NM_002804,PSMC3,11.5835,11.269,-0.3145,11.954,11.3475,-0.6065,1946
NM_002834,PTPN11,8.734,8.3785,-0.3555,10.943,10.0725,-0.8705,1555
NM_002852,PTX3,3.3675,3.4775,0.11,3.096,3.1075,0.0115,10
NM_002853,RAD1,9.4125,8.277,-1.1355,10.142,8.1105,-2.0315,1682
NM_002861,PCYT2,7.333,6.984,-0.349,7.692,7.26,-0.432,1216
NM_002865,RAB2A,9.5115,9.547,0.0355,9.812,8.748,-1.064,1703
NM_002872,RAC2,10.94,10.0055,-0.9345,10.627,9.68,-0.947,1899
NM_002902,RCN2,10.461,9.9325,-0.5285,10.933,9.981,-0.952,1864
NM_002935,RNASE3,4.618,4.509,-0.109,4.988,4.6755,-0.3125,236
NM_002970,SAT1,8.5645,9.448,0.8835,7.922,7.8545,-0.0675,1523
NM_002971,SATB1,9.992,9.1205,-0.8715,11.274,9.4355,-1.8385,1779
NM_002985,CCL5,5.1375,4.9835,-0.154,5.144,4.9175,-0.2265,474
NM_003001,SDHC,10.4355,10.0425,-0.393,11.027,10.038,-0.989,1855
NM_003018,SFTPC,6.4975,6.194,-0.3035,6.629,6.2985,-0.3305,987
NM_003029,SHC1,10.135,9.8455,-0.2895,9.8,8.682,-1.118,1802
NM_003032,ST6GAL1,10.2515,9.0575,-1.194,9.143,6.5655,-2.5775,1818
NM_003089,SNRNP70,9.7365,9.6965,-0.04,10.221,9.387,-0.834,1741
NM_003105,SORL1,8.531,7.849,-0.682,9.701,8.8025,-0.8985,1511
NM_003142,SSB,9.6385,9.934,0.2955,11.981,11.2045,-0.7765,1720
NM_003156,STIM1,8.3315,8.2045,-0.127,7.963,7.273,-0.69,1469
NM_003157,NEK4,9.341,8.402,-0.939,10.223,9.073,-1.15,1674
NM_003173,SUV39H1,8.7845,7.503,-1.2815,8.712,6.8105,-1.9015,1567
NM_003185,TAF4,9.471,9.1755,-0.2955,9.776,7.2255,-2.5505,1697
NM_003187,TAF9,9.767,9.8955,0.1285,11.183,10.732,-0.451,1742
NM_003227,TFR2,5.181,4.9175,-0.2635,5.2,5.1455,-0.0545,496
NM_003249,THOP1,9.0305,8.3875,-0.643,9.367,8.341,-1.026,1625
NM_003259,ICAM5,6.527,5.877,-0.65,6.503,6.138,-0.365,997
NM_003262,SEC62,7.74,8.1555,0.4155,10.662,9.8585,-0.8035,1322
NM_003297,NR2C1,7.517,6.8075,-0.7095,8.986,7.07,-1.916,1258
NM_003330,TXNRD1,11.7055,11.4205,-0.285,12.429,11.754,-0.675,1951
NM_003331,TYK2,9.583,9.5435,-0.0395,9.277,8.8805,-0.3965,1715
NM_003338,UBE2D1,10.417,10.752,0.335,10.662,9.4015,-1.2605,1851
NM_003350,UBE2V2,10.2355,8.901,-1.3345,11.566,10.589,-0.977,1815
NM_003395,WNT9A,5.238,5.216,-0.022,5.482,5.3235,-0.1585,520
NM_003396,WNT9B,6.144,5.9975,-0.1465,6.658,6.318,-0.34,866
NM_003407,ZFP36,10.149,9.9625,-0.1865,9.944,7.7855,-2.1585,1806
NM_003419,ZNF345,6.531,5.687,-0.844,7.375,5.7975,-1.5775,999
NM_003429,ZNF85,5.9035,5.3435,-0.56,4.997,4.3565,-0.6405,778
NM_003462,DNALI1,5.768,5.5255,-0.2425,6.184,5.8905,-0.2935,721
NM_003495,HIST1H4I,5.3095,5.144,-0.1655,5.358,5.1725,-0.1855,553
NM_003501,ACOX3,7.7905,7.0375,-0.753,8.016,7.016,-1,1336
NM_003506,FZD6,8.559,8.0385,-0.5205,9.378,8.5575,-0.8205,1517
NM_003514,HIST1H2AM,4.842,6.068,1.226,5.299,7.369,2.07,332
NM_003601,SMARCA5,8.467,8.242,-0.225,11.339,10.563,-0.776,1495
NM_003622,PPFIBP1,5.0585,4.822,-0.2365,6.245,5.692,-0.553,428
NM_003690,PRKRA,8.918,8.621,-0.297,9.934,8.8835,-1.0505,1603
NM_003710,SPINT1,6.2555,5.92,-0.3355,6.488,6.2635,-0.2245,905
NM_003731,SSNA1,9.8455,9.688,-0.1575,10.185,9.548,-0.637,1761
NM_003733,OASL,6.8895,6.397,-0.4925,6.3,5.9865,-0.3135,1122
NM_003743,NCOA1,7.248,7.091,-0.157,8.519,7.4265,-1.0925,1198
NM_003747,TNKS,7.709,7.4835,-0.2255,9.587,8.469,-1.118,1311
NM_003757,EIF3I,10.733,10.491,-0.242,11.926,11.4235,-0.5025,1887
NM_003771,KRT36,5.2035,5.377,0.1735,5.301,5.199,-0.102,504
NM_003796,C19orf2,9.5215,9.464,-0.0575,10.632,9.745,-0.887,1705
NM_003804,RIPK1,7.8895,6.5555,-1.334,8.354,6.107,-2.247,1358
NM_003813,ADAM21,4.526,4.1565,-0.3695,3.981,3.769,-0.212,206
NM_003843,SCEL,4.081,4.4465,0.3655,5.076,4.287,-0.789,103
NM_003865,HESX1,5.9545,4.693,-1.2615,5.98,4.893,-1.087,792
NM_003935,TOP3B,7.078,5.7505,-1.3275,7.155,6.0375,-1.1175,1165
NM_003943,STBD1,4.7645,4.687,-0.0775,4.795,4.7815,-0.0135,296
NM_003947,KALRN,5.183,4.9445,-0.2385,4.294,5.1305,0.8365,498
NM_003948,CDKL2,4.4555,4.1605,-0.295,5.245,4.264,-0.981,184
NM_003978,PSTPIP1,7.4135,6.5505,-0.863,7.356,6.8425,-0.5135,1230
NM_003981,PRC1,9.946,9.889,-0.057,11.221,10.359,-0.862,1773
NM_003988,PAX2,5.4835,5.347,-0.1365,5.092,5.0785,-0.0135,618
NM_004004,GJB2,4.4945,4.455,-0.0395,4.946,4.4825,-0.4635,191
NM_004031,IRF7,8.0995,8.4315,0.332,7.279,6.688,-0.591,1408
NM_004044,ATIC,10.87,10.1725,-0.6975,11.95,11.1895,-0.7605,1895
NM_004054,C3AR1,6.2895,5.17,-1.1195,5.146,4.594,-0.552,924
NM_004067,CHN2,8.0405,6.003,-2.0375,7.998,6.2795,-1.7185,1397
NM_004093,EFNB2,5.5565,5.566,0.0095,5.551,5.2015,-0.3495,646
NM_004110,FDXR,7.689,7.3635,-0.3255,8.01,7.4355,-0.5745,1306
NM_004133,HNF4G,4.178,4.0425,-0.1355,3.648,3.8,0.152,120
NM_004136,IREB2,8.151,7.3045,-0.8465,10.473,7.848,-2.625,1416
NM_004168,SDHA,10.2525,10.3365,0.084,10.768,9.614,-1.154,1819
NM_004172,SLC1A3,5.1585,4.7185,-0.44,5.681,5.0685,-0.6125,484
NM_004178,TARBP2,6.216,5.8495,-0.3665,6.493,5.81,-0.683,893
NM_004180,TANK,6.799,7.075,0.276,9.598,6.7225,-2.8755,1089
NM_004184,WARS,9.408,8.8465,-0.5615,9.506,8.8795,-0.6265,1680
NM_004215,EBAG9,8.8025,7.68,-1.1225,10.233,7.847,-2.386,1575
NM_004227,CYTH3,8.2855,8.923,0.6375,8.407,7.4445,-0.9625,1458
NM_004229,MED14,7.066,6.724,-0.342,8.622,7.6415,-0.9805,1159
NM_004234,ZNF235,5.7805,5.7415,-0.039,7.276,6.2255,-1.0505,725
NM_004279,PMPCB,9.433,8.816,-0.617,10.993,10.0495,-0.9435,1690
NM_004294,MTRF1,6.5005,5.747,-0.7535,8.292,6.6725,-1.6195,988
NM_004316,ASCL1,5.66,5.355,-0.305,5.233,5.8285,0.5955,680
NM_004327,BCR,9.143,8.7545,-0.3885,8.471,7.4605,-1.0105,1642
NM_004332,BPHL,7.5515,6.523,-1.0285,8.075,7.435,-0.64,1269
NM_004346,CASP3,8.4085,8.1415,-0.267,9.134,6.9845,-2.1495,1483
NM_004356,CD81,10.3875,10.4885,0.101,10.412,9.7825,-0.6295,1841
NM_004360,CDH1,4.828,4.493,-0.335,4.286,4.4505,0.1645,328
NM_004373,COX6A1,13.353,13.2855,-0.0675,13.495,13.3205,-0.1745,1990
NM_004378,CRABP1,5.3065,4.9925,-0.314,5.48,4.7525,-0.7275,552
NM_004385,VCAN,4.6055,4.522,-0.0835,5.492,4.75,-0.742,229
NM_004406,DMBT1,6.593,5.665,-0.928,5.883,6.071,0.188,1018
NM_004408,DNM1,6.5955,6.177,-0.4185,6.118,5.9265,-0.1915,1020
NM_004412,TRDMT1,7.0715,7.611,0.5395,8.568,7.718,-0.85,1164
NM_004417,DUSP1,7.569,6.3955,-1.1735,6.01,5.3435,-0.6665,1273
NM_004421,DVL1,9.207,8.932,-0.275,9.84,8.69,-1.15,1651
NM_004428,EFNA1,6.7165,6.3585,-0.358,6.376,5.217,-1.159,1065
NM_004433,ELF3,5.0325,4.7485,-0.284,5.108,4.8765,-0.2315,411
NM_004468,FHL3,7.918,7.2015,-0.7165,7.35,6.2635,-1.0865,1365
NM_004486,GOLGA2,8.496,7.7045,-0.7915,8.378,7.2505,-1.1275,1500
NM_004501,HNRNPU,12.023,11.968,-0.055,12.661,11.961,-0.7,1966
NM_004502,HOXB7,8.961,8.444,-0.517,8.435,7.26,-1.175,1614
NM_004508,IDI1,9.013,8.736,-0.277,10.817,9.482,-1.335,1622
NM_004525,LRP2,5.28,4.9345,-0.3455,5.213,5.2575,0.0445,541
NM_004526,MCM2,11.187,10.791,-0.396,11.09,10.104,-0.986,1920
NM_004535,MYT1,6.9955,6.3815,-0.614,6.837,5.9745,-0.8625,1142
NM_004551,NDUFS3,11.4125,11.4405,0.028,11.948,11.222,-0.726,1933
NM_004569,PIGH,8.8475,8.693,-0.1545,9.246,7.5815,-1.6645,1588
NM_004570,PIK3C2G,3.41,3.606,0.196,3.618,3.712,0.094,15
NM_004596,SNRPA,10.1245,9.698,-0.4265,10.386,9.6575,-0.7285,1800
NM_004610,TCP10,5.1755,4.997,-0.1785,5.465,4.7745,-0.6905,490
NM_004613,TGM2,6.747,6.2885,-0.4585,7.087,6.5475,-0.5395,1075
NM_004634,BRPF1,8.829,8.2515,-0.5775,8.709,6.6315,-2.0775,1582
NM_004653,KDM5D,7.8195,7.137,-0.6825,8.33,6.914,-1.416,1343
NM_004722,AP4M1,7.86,6.797,-1.063,7.699,6.198,-1.501,1354
NM_004763,ITGB1BP1,9.8435,9.403,-0.4405,10.703,10.022,-0.681,1760
NM_004779,CNOT8,9.2465,9.1095,-0.137,9.426,7.568,-1.858,1658
NM_004782,SNAP29,10.4005,8.768,-1.6325,9.866,9.0355,-0.8305,1845
NM_004804,CIAO1,10.4095,9.36,-1.0495,10.168,9.3555,-0.8125,1846
NM_004824,CDYL,9.335,9.6485,0.3135,9.295,7.7135,-1.5815,1671
NM_004858,SLC4A8,5.8155,6.781,0.9655,5.877,5.7445,-0.1325,748
NM_004861,GAL3ST1,5.3055,4.924,-0.3815,5.311,5.165,-0.146,551
NM_004871,GOSR1,9.163,8.4945,-0.6685,9.431,7.66,-1.771,1645
NM_004882,CIR1,5.718,5.839,0.121,7.71,6.3945,-1.3155,704
NM_004889,ATP5J2,12.0175,11.9815,-0.036,12.615,12.2475,-0.3675,1964
NM_004906,WTAP,10.4135,10.6095,0.196,11.209,9.1535,-2.0555,1848
NM_004911,PDIA4,11.487,11.1705,-0.3165,12.125,10.8875,-1.2375,1939
NM_004986,KTN1,8.085,8.306,0.221,10.699,10.6595,-0.0395,1404
NM_004994,MMP9,5.9755,5.776,-0.1995,5.371,5.3275,-0.0435,804
NM_004995,MMP14,6.3475,5.996,-0.3515,6.447,6.0355,-0.4115,949
NM_004996,ABCC1,10.8555,10.444,-0.4115,10.713,9.6895,-1.0235,1894
NM_005000,NDUFA5,9.1565,9.58,0.4235,10.641,9.979,-0.662,1644
NM_005034,POLR2K,11.3845,11.269,-0.1155,11.863,10.767,-1.096,1932
NM_005049,PWP2,10.0655,9.309,-0.7565,10.59,8.536,-2.054,1793
NM_005050,ABCD4,8.462,8.1195,-0.3425,8.293,7.14,-1.153,1493
NM_005097,LGI1,4.6355,4.4595,-0.176,4.582,4.3465,-0.2355,246
NM_005100,AKAP12,3.812,4.092,0.28,3.477,3.6495,0.1725,50
NM_005116,SLC23A2,7.941,7.67,-0.271,7.768,6.7805,-0.9875,1371
NM_005121,MED13,8.067,6.485,-1.582,10.934,8.621,-2.313,1402
NM_005138,SCO2,9.0155,8.838,-0.1775,9.179,7.5125,-1.6665,1623
NM_005149,TBX19,6.5645,6.3315,-0.233,6.729,6.3435,-0.3855,1011
NM_005160,ADRBK2,10.55,10.043,-0.507,11.185,10.5495,-0.6355,1870
NM_005177,ATP6V0A1,6.165,5.727,-0.438,6.084,5.6795,-0.4045,873
NM_005215,DCC,3.8205,3.69,-0.1305,3.983,3.4845,-0.4985,51
NM_005227,EFNA4,8.115,6.108,-2.007,7.313,4.547,-2.766,1409
